label,sentence
-1,"['Bbadd9', 'F/C', 'Dm7', 'F/A', 'Bbadd9', 'F/C', 'Dm7', 'Bbadd9', 'F/C', 'Dm7', 'F/A', 'Bbadd9', 'F/C', 'Dm7', 'Bbadd9', 'F/C', 'Dm7', 'F/A', 'Bbadd9', 'F/C', 'Dm7', 'Bbadd9', 'F/C', 'Dm7', 'F/A', 'Bbadd9', 'F/C', 'Dm7', 'Gm7 ', 'F/A', 'Bbadd9', 'Gm7 ', 'F/A', 'Bbadd9', 'Dm7', 'Bbadd9', 'Csus4', 'F', 'F', 'Bb', 'Csus4', 'F/A', 'F/C', 'Dm7', 'Bbadd9', 'C7sus4', 'Dm7', 'Bbadd9', 'Csus4', 'F', 'Csus4', 'Dm7', 'Bbadd9', 'C7sus4', 'Dm7', 'Bbadd9', 'Csus4', 'F/A', 'Dm7', 'Bbadd9', 'C7sus4']"
3,"['Aadd9/C#', 'D', 'Esus4', 'F#m', 'Aadd9/C#', 'D', 'E', 'D/E', 'E', 'DM7', 'A/E', 'F#m', 'A/C#', 'DM7', 'A/E', 'C#/F', 'F#m', 'B', 'A/E', 'Dm', 'A', 'D/A', 'A', 'E/A', 'A', 'Dm/A', 'A', 'A', 'Esus4', 'DM7', 'A', 'E/G#', 'F#m7', 'B', 'D', 'E', 'A', 'E', 'Fdim', 'F#m', 'F#m7/E', 'B/D#', 'Dadd9', 'A/C#', 'Dadd9', 'E', 'Asus4', 'A', 'E/G#', 'F#m7', 'D', 'E', 'A/C#', 'D', 'E', 'F#m7', 'E/G#', 'A', 'E', 'DM7', 'F#m7']"
-1,"['BbM7', 'A7sus4', 'Dm9', 'C', 'BbM7', 'C6', 'F69', 'BbM7', 'A7sus4', 'Dm9', 'C6', 'BbM7', 'Gm7/C', 'FM9', 'Cm7/F', 'BbM7', 'A7sus4', 'Dm9', 'C6', 'BbM7', 'Gm7/C', 'F', 'Cm7/F', 'BbM9', 'A7sus4', 'Dm9', 'C6', 'BbM7', 'Gm7/C', 'FM7', 'Cm7/F', 'BbM9', 'A7sus4', 'Dm9', 'C6', 'BbM7', 'Gm7/C', 'FM7', 'Cm7/F', 'BbM7', 'A7sus4', 'Dm9', 'G9', 'Gm7', 'C7 ', 'FM9', 'Cm7/F', 'BbM7', 'A7sus4', 'Dm9', 'G9', 'Gm7', 'A7 ', 'A7', 'Dm7', 'C6', 'BbM7', 'Gm7/C', 'FM9', 'F#dim7', 'Gm7']"
-1,"['F', 'F', 'F', 'A7', 'Dm', 'Bb', 'C', 'F', 'A7', 'Dm', 'DmM7/C#', 'Dm7/C', 'Dm6/B', 'Bb', 'C', 'F', 'A7', 'Dm', 'DmM7/C#', 'Dm7/C', 'Dm6/B', 'Bb', 'Bbm', 'F', 'F', 'F', 'A7', 'Dm', 'DmM7/C#', 'Dm7/C', 'Dm6/B', 'Bb', 'C', 'F', 'A7', 'Dm', 'DmM7/C#', 'Dm7/C', 'Dm6/B', 'Bb', 'Bbm', 'F', 'Gm', 'C', 'Am', 'Dm', 'Bb', 'Am', 'G7', 'C', 'F', 'A7', 'Dm', 'DmM7/C#', 'Dm7/C', 'Dm6/B', 'Bb', 'C', 'F', 'A7', 'Dm']"
-6,"['F#/A#', 'B', 'C#sus4', 'C#', 'D#m', 'F#/A#', 'B', 'F#/C#', 'C#sus4', 'F#/A#', 'B', 'C#sus4', 'C#', 'D#m', 'F#/A#', 'B', 'F#/C#', 'C#sus4', 'F#/A#', 'B', 'C#sus4', 'C#', 'D#m', 'F#/A#', 'B', 'F#/C#', 'C#sus4', 'F#/A#', 'B', 'C#sus4', 'C#', 'D#m', 'F#/A#', 'B', 'F#/C#', 'C#sus4', 'C#sus4', 'F#', 'C#/F', 'D#m', 'D#m/C#', 'B', 'F#/A#', 'G#m', 'C#', 'A#m', 'D#m', 'A#m', 'D#m', 'G#m', 'C#', 'F#', 'C#/E#', 'D#m', 'D#m/C#', 'B', 'F#/A#', 'G#m', 'C#', 'A#m', 'D#m']"
-3,"['AbM9', 'Bb69', 'Cm', 'EbM7', 'AbM9', 'Bb69', 'Cm', 'Eb/Bb', 'AbM9', 'Bb69', 'Cm', 'EbM7', 'AbM9', 'Bb69', 'Cm', 'Cm', 'AbM9', 'Bb69', 'Cm', 'EbM7', 'AbM9', 'Bb69', 'Cm', 'EbM7', 'AbM9', 'Bb69', 'Cm', 'EbM7', 'AbM9', 'Bb69', 'Cm', 'EbM7', 'AbM9', 'Bb69', 'Cm', 'EbM7', 'AbM9', 'Bb69', 'Cm', 'EbM7', 'AbM9', 'Bb69', 'Cm', 'EbM7', 'AbM9', 'Bb69', 'Cm', 'Cm', 'G', 'AbM9', 'Bb69', 'Cm', 'EbM7', 'AbM9', 'Bb69', 'Cm', 'EbM7', 'AbM9', 'Bb69', 'Cm', 'EbM7']"
-6,"['Ebmadd9', 'CbM7', 'Bbm7', 'CbM7', 'Db6', 'Ebmadd9', 'Ebm', 'Bbm7/Db', 'CbM7', 'Gb/Bb', 'Abm7', 'Ebm/Gb', 'F7', 'Bb7', 'Ebm', 'Bbm7/Db', 'CbM7', 'Gb/Bb', 'Abm7', 'Ebm', 'Abm7', 'Bb7', 'Ebm', 'Gb', 'Db/F', 'Ebm', 'Bbm/Db', 'Cb', 'Db/Cb', 'Gb/Bb', 'Abm', 'Fm7/Bb', 'Bb7', 'Ebm', 'CbM7', 'Db', 'Gb', 'Bb7/F', 'Ebm', 'CbM7', 'Db', 'Ebm', 'Ebm', 'Bbm7/Db', 'CbM7', 'Gb/Bb', 'Abm7', 'Ebm/Gb', 'F7', 'Bb7', 'Ebm', 'Bbm7/Db', 'CbM7', 'Gb/Bb', 'Abm7', 'Ebm', 'Abm7', 'Bb7', 'Ebm', 'CbM7', 'GbM7/Bb']"
3,"['Bm7', 'E7 ', 'A7', 'Bm7 ', 'D/E', 'Eaug/Bb', 'AM7 ', 'CM7', 'F#M7-5/G#', 'Bm7 ', 'D/E', 'E7 /B', 'Aadd9/C#', 'C7 ', 'Bm7', 'BbM7', 'A7', 'A7 ', 'B7', 'Dm7 ', 'G7 ', 'A7 ', 'C6 ', 'B7', 'BbM7', 'A7 ', 'C7 ', 'B7', 'Dm7', 'Aadd9/C#', 'F#7 ', 'GM7 ', 'BbM7/D#', 'Eaug/Bb', 'Aadd9', 'B7', 'Dm7 ', 'G7 ', 'Aadd9', 'C6 ', 'B7', 'BbM7 ', 'Aadd9', 'CM7', 'B7', 'F7 ', 'Aadd9/C#', 'F#7 ', 'F#7 ', 'GM7 ', 'DmM7/E', 'DM7', 'F/G', 'C#m7', 'F#7 ', 'F#7/G#', 'A#dim7', 'F#aug/E', 'Bm7', 'C#m7', 'DM7']"
4,"['E', 'E/B', 'A', 'E/G#', 'F#m7', 'F#m7/B', 'B7', 'E', 'EM7', 'A', 'Am', 'C#m', 'B', 'A#m7-5', 'A', 'G#m7', 'F#m7', 'F#m7//B', 'B7', 'F#m7/B', 'B7', 'E', 'EM7', 'A', 'Am', 'C#m', 'B', 'A#m7-5', 'A', 'G#m7', 'F#m7', 'F#m7/B', 'B7', 'E', 'G#m7', 'A', 'B/A', 'G#m7', 'C#7', 'F#m', 'F#mM7', 'F#m7', 'F#m7/B', 'E', 'F#m7/B', 'E', 'G#m7', 'A', 'B/A', 'G#m7', 'C#7', 'F#m7', 'G#m7', 'A', 'F#m7/B', 'E', 'AM7', 'B/A', 'G#m7', 'C#m7', 'F#m7']"
-3,"['C', 'Bb', 'Ab', 'G', 'Fm7', 'Fm7/Bb', 'Bb7 ', 'EbM9', 'Gm/C', 'C7', 'Fm7', 'Fm7/Bb', 'Bb7 ', 'EbM9', 'Gm7/C', 'C7 ', 'Fm7', 'Fm7/Bb', 'Bb7 ', 'EbM9', 'Gm7/C', 'C7', 'Fm7', 'Fm7/Bb', 'Bb7 ', 'EbM9', 'Gm7/C', 'C7', 'Fm7', 'Fm7/Bb', 'Bb7 ', 'EbM9', 'A7b5', 'AbM7', 'Eb/G', 'Fm7', 'G ', 'G', 'Gm7/C', 'C7', 'C', 'Bb', 'Ab', 'G', 'Fm7', 'Fm7/Bb', 'EbM9', 'AbM7', 'Gm7', 'Dm7-5', 'G7 ', 'G7', 'Gm7/C', 'C7b9', 'Fm7', 'Fm7/Bb', 'Bb7 ', 'EbM7', 'A7b5', 'AbM7', 'Eb/G']"
4,"['D6', 'F#m/C#', 'CM7', 'E/B', 'A#m7-5', 'AM7 ', 'AM7 ', 'AM7 ', 'AM7 ', 'E/G#', 'E/G#', 'E/G#', 'E/G#', 'F#m7 ', 'F#m7 ', 'AM7 ', 'E/G#', 'F#m7', 'E', 'AM7 ', 'E/G#', 'C#m7', 'DM7 ', 'AM7 ', 'E/G#', 'F#m7', 'G#aug', 'C#m7', 'E/B', 'E', 'AM7 ', 'E/G#', 'F#m7', 'F#m7/B', 'Eadd9', 'AM7 ', 'AM7 ', 'AM7 ', ' )', 'AM7 ', 'E/G#', 'E/G#', 'E/G#', 'DM7', 'DM7', 'G#m7', 'GM7', 'F#m7', 'F#m7', 'DM7', 'DM7', 'DM7', 'DM7', 'AM7 ', 'AM7 ', 'B', 'G#m7', 'C#m7', 'AM7 ', 'B', 'B7/A']"
-5,"['Bbm', 'Bbm/F', 'Ebm7', 'Ebm7/Bb', 'Ab', 'Ab/Eb', 'Db', 'Db/Ab', 'Bbm', 'Bbm/F', 'Ebm7', 'Ebm7/Bb', 'Gb', 'Ab', 'Db', 'Bbm', 'Bbm/F', 'Ebm7', 'Ebm7/Bb', 'Ab', 'Ab/Eb', 'Db', 'Db/Ab', 'Bbm', 'Bbm/F', 'Ebm7', 'Ebm7/Bb', 'Gb', 'Ab', 'Db', 'Fm', 'Gb', 'Ab', 'Bbm', 'Fm', 'Gb', 'Ab', 'Ab', 'Adim', 'Adim', 'F7', 'F7', 'Gb', 'Ab7', 'Fm', 'Bbm', 'Gb', 'Ab7', 'Bbm', 'F7', 'Gb', 'Ab7', 'Fm', 'Adim', 'Bbm', 'Gb', 'Ab7', 'Db', 'Db', 'Db', 'Bbm']"
0,"['Dm7', 'G', 'C', 'Am7', 'Dm7', 'G', 'C', 'C7', 'F', 'F/G', 'CM7', 'Am7', 'D7', 'G', 'Dm7', 'G', 'Am7', 'Dm7', 'G', 'C', 'C7', 'F', 'F/G', 'CM7', 'Am7', 'D7', 'G', 'Dm7', 'G', 'Am7', 'Dm7', 'G7', 'C', 'C7', 'F', 'G7/F', 'Em7', 'Am7', 'F', 'G7/F', 'Em7', 'Am7', 'Dm7', 'G7', 'CM7', 'Am7', 'Dm7', 'G7', 'C', 'C7', 'F', 'F/G', 'CM7', 'Am7', 'D7', 'G7', 'Dm7', 'G7', 'Am7', 'Dm7', 'G7']"
-5,"['A#m7', 'F#add9', 'C#', 'G#', 'A#m7', 'F#add9', 'C#', 'G#', 'A#m7', 'F#add9', 'C#', 'G#', 'A#m7', 'F#add9', 'C#', 'G#', 'A#m7', 'F#add9', 'C#', 'G#', 'A#m7', 'F#add9', 'F#add9', 'G#', 'C#', 'G#', 'Adim', 'A#m7', 'C#/F', 'F#add9', 'F#add9', 'G#sus4', 'G#sus4', 'C#', 'C#', 'C#', '(', 'C#', 'G#', ')', 'F#M7', 'G#', 'C#', 'G#', 'A#m7', 'F#M7', 'G#sus4', 'A#m7', 'F#M7', 'G#', 'C#', 'G#', 'A#m7', 'F#M7', 'G#sus4', 'A#m7', 'F#', 'G#7', 'A#m7', 'F#add9', 'C#']"
1,"['CM7', 'D', 'Eb', 'F', 'D7', 'G', 'F/G', 'Em/G', 'F/G', 'G', 'F/G', 'Eb', 'F', 'CM7', 'D', 'Bm7', 'Em', 'Am7', 'D', 'Esus4', 'E', 'CM7', 'D', 'Bm7', 'Em7-5/Bb', 'Am7', 'Eb', 'F', 'G', 'Am', 'G/B', 'B/D#', 'Em', 'A7/C#', 'Am7', 'Am7/D', 'G', 'C/D', 'G', 'CM7', 'C/D', 'G/B', 'Em7', 'Am', 'B', 'Em7', 'D7', 'CM7', 'G6/B', 'CM7', 'C/D', 'G/B', 'Em7', 'AM7', 'Bm7', 'Cm7', 'Dm7', 'Eb', 'F', 'D7', 'CM7']"
1,"['C/E', 'F6', 'FM7 /G', 'FM7 ', 'F#M7 ', 'FM7 /G', 'C/E', 'F6', 'FM7 /G', 'FM7 ', 'F#M7 ', 'FM7 /G', 'CM7', 'Bm7', 'Am7', 'Bm7', 'Em7', 'CM7', 'Bm7', 'Am7', 'Bm7', 'Em7', 'CM7', 'Dm7', 'Dm7/G', 'CM7', 'G/B', 'A7', 'Am7/D', 'CM7', 'Bm7', 'Am7', 'Bm7', 'Em7', 'CM7', 'Bm7', 'Am7', 'Bm7', 'Em7', 'CM7', 'Dm7', 'Dm7/G', 'CM7', 'G/B', 'A7', 'Am7/D', 'Am7', 'Bm7', 'Em7', 'Am7', 'Bm7', 'Em7', 'C', 'G/B', 'Am7', 'G', 'D7/F#', 'Em7', 'Am7/D', 'CM7 ', 'Em7']"
-1,"['Dm7', 'Bbadd9', 'Csus4', 'F', 'Dm7', 'Bbadd9', 'Csus4', 'Aaug7', 'Dm7', 'Bbadd9', 'Csus4', 'F', 'Dm7', 'Bbadd9', 'Csus4', 'F', 'Dm7', 'Bbadd9', 'Csus4', 'F', 'Dm7', 'Bbadd9', 'Csus4', 'F', 'Dm7', 'Bbadd9', 'Csus4', 'F', 'Dm7', 'Bbadd9', 'Csus4', 'F', 'Dm7', 'Bbadd9', 'Csus4', 'F', 'Dm7', 'Bbadd9', 'Csus4', 'F', 'Dm7', 'Bbadd9', 'Csus4', 'F', 'Dm7', 'Bbadd9', 'Csus4', 'F', 'Dbdim', 'Dm7', 'Dbdim', 'C5', 'Bbadd9', 'F/A', 'Ab6', 'G7', 'Aaug7', 'Dm7', 'Bbadd9', 'Csus4', 'F']"
4,"['Aadd9', 'B7', 'C#m7', 'G#m7', 'Aadd9', 'B7', 'C#m7', 'G#m7', 'Aadd9', 'B7', 'C#m7', 'G#m7', 'Aadd9', 'B7', 'C#m7', 'A', 'G#7', 'C#m7 ', 'G#m7', 'A', 'G#7', 'C#m7 ', 'G#m7', 'A', 'G#7', 'C#m7 ', 'G#m7', 'A', 'G#7', 'C#m7 ', 'A', 'Cdim7', 'C#m7', 'E7', 'A', 'Cdim7', 'C#m7', 'E7', 'A', 'Cdim7', 'C#m7', 'E7', 'G#7', 'Cdim7', 'C#m9', 'C#7', 'A', 'Cdim7', 'C#m7', 'E7', 'A', 'Cdim7', 'C#m7', 'E7', 'A', 'Cdim7', 'C#m7', 'E7', 'G#7', 'Cdim7', 'C#m7']"
3,"['Bm7', 'Eaug7 ', 'A7', 'Bm7 ', 'E7sus4 ', 'Caug/Bb', 'AM7', 'CM7 ', 'Bbsus2/G', 'Bm7 ', 'D ', 'Eaug7/B', 'A/C#', 'C7', 'Bm7', 'BbaugM7', 'A7', 'A7 ', 'B7', 'D7sus4 ', 'Em /G', 'G7 ', 'Bm7', ' )', 'A7 ', 'C6 ', 'B7', 'BbM7', 'Bb6', 'BbM7', 'A7 ', 'C6 ', 'B7', 'Dm7', ' /C#)', 'A /C#', 'F#aug7 ', 'G6 ', 'BbM7/Eb', 'Caug/Bb', 'A7 ', 'B7', 'D7 ', 'Em /G', 'G7sus2', 'G7 ', ' )', 'A6 ', 'C6 ', 'B7', 'BbM7', 'A7 ', 'CM7', 'B7', 'F7', ' /C#))', 'A /C#', 'F#aug7 ', 'F#aug7 ', 'G ', 'F#m/E']"
-2,"['Bb', 'Dm', 'Eb', 'C', 'F7', 'F', 'Bb', 'Dm', 'Eb', 'C', 'Bb', 'C', 'F', 'Eb', 'Bb7', 'Eb', 'F7', 'C', 'F', 'Bb', 'F', 'Gm', 'F', 'Eb', 'Ebm7/Ab', 'F', 'Bb', 'F', 'Gm', 'F', 'Eb', 'Ebm7/Ab', 'F', 'Bb', 'F', 'Bb', 'Bb', 'Dm', 'Eb', 'C', 'F7', 'F', 'Bb', 'Dm', 'Eb', 'C', 'Bb', 'C', 'F', 'Eb', 'Bb7', 'Eb', 'F', 'Eb/G', 'G#', 'F', 'F', 'Bb', 'F', 'Gm', 'F']"
3,"['F#m7 ', 'E6 ', 'F#m7 ', 'E6 ', 'DM7', 'C#m7', 'CM7', 'Bm7', 'Bm7/E', 'G#m7/C#', 'C#', 'DM7', 'C#7 ', 'C#7 ', 'F#m7', 'Em7', 'A13', 'DM7 ', 'C#7 ', 'C#7 ', 'F#m', 'E/F#', 'F#m', 'DM7', 'C#7 ', 'C#7 ', 'F#m7', 'Em7', 'A13', 'DM7 ', 'C#7 ', 'C#7 ', 'F#m', 'E/F#', 'F#m', 'F#m7 ', 'Bm7 ', 'Bm7/E', 'E7', 'AM7 ', 'G#7sus4', 'C#7 ', 'F#m7', 'F#m7/E', 'D#dim7', 'Cdim7', 'C#7', 'C#7 ', 'C#7 ', 'F#m7 ', 'Bm7 ', 'Bm7/E', 'E7', 'AM7 ', 'G#7sus4', 'C#7 ', 'F#m7', 'F#m7/E', 'B/D#', 'C#7 ', 'F#m']"
1,"['G', 'C#dim/G', 'Cm/G', 'G', 'C', 'D7/C', 'Bm', 'Gm6/Bb', 'Am', 'C#dim', 'Dsus4', 'D', 'Daug/Ab', 'G', 'C#m7-5', 'C', 'F7', 'Ab7', 'G', 'C#m7-5', 'C', 'Baug/F', 'G', 'C#dim', 'C', 'D7/C', 'Bm7', 'E7 ', 'Am', 'D', 'Bm', 'E', 'Am7', 'Am7/D', 'Gsus4', 'G', 'G#dim7', 'Am7', 'Am7/D', 'D7 ', 'GM7', 'Bm7/E', 'Em7', 'Am7', 'Am7/D', 'D7 ', 'GM7', 'B7 ', 'Em', 'D#aug', 'G/D', 'C#m7-5', 'C', 'A', 'B7', 'A#7', 'B7', 'A#7', 'B7', 'B7', 'Baug/F']"
2,"['E', 'A', 'B', 'E', 'A', 'B', 'E', 'A', 'B', 'E', 'A', 'B', 'A', 'D', 'DM7', 'D6', 'DM7', 'D', 'DM7', 'D6', 'DM7', 'D', 'DM7', 'D6', 'DM7', 'Em', 'EmM7', 'Em7', 'A', 'G', 'F#m', 'Bm', 'Gm', 'F#m', 'B7', 'Em', 'E7', 'A', 'A/G', 'A/F#', 'A/E', 'D', 'DM7', 'D6', 'DM7', 'D', 'DM7', 'D6', 'DM7', 'D', 'DM7', 'D6', 'DM7', 'Em', 'EmM7', 'Em7', 'A', 'G', 'F#m', 'Bm', 'Gm']"
4,"['AM7', 'AM7/B', 'G#m7', 'C#m7', 'F#m7', 'A/B', 'E', 'C#m7', 'A', 'A/B', 'E', 'C#m7', 'A', 'A/B', 'E', 'C#m7', 'A', 'A/B', 'E', 'C#m7', 'A', 'A/B', 'E', 'A', 'B', 'E', 'C#m', 'A', 'B', 'E', 'C#m', 'A', 'B', 'E', 'C#m', 'A', 'B', 'E', 'E', 'AM7', 'B7', 'G#m7', 'C#m7', 'A', 'A/B', 'E', 'C#m7', 'AM7', 'B7', 'G#m7', 'C#m7', 'A', 'A/B', 'E', 'E', 'E', 'C#m', 'AM7', 'Bsus4', 'B', 'E']"
-5,"['Bbm', 'Ab', 'Db', 'Gb', 'Gb', 'Bbm', 'Ab', 'Db', 'Gb', 'Gb', 'Bbm', 'Ab', 'Db/F', 'Gb', 'Gb', 'Bbm', 'Ab', 'Db', 'Gbadd9', 'Gbadd9', 'Bbm', 'Fm', 'Gb', 'Ab', 'Db', 'Bbm', 'Fm', 'Ebm', 'Fm', 'Bbm', 'Bbm', 'Fm', 'Gb', 'Ab', 'Db', 'Bbm', 'Fm', 'Ebm', 'F7', 'Bbm', 'Ebm', 'Bbm', 'BM7', 'A', 'F', 'F', 'Bbm', 'Fm', 'Gb', 'Ab', 'Db', 'Bbm', 'Gb', 'Ab', 'Db', 'Ab/C', 'Bbm', 'Fm', 'Gb', 'Ab', 'Db']"
2,"['GM9', 'Gm6', 'F#m7', 'Bm', 'GM9', 'A', 'Bm', 'GM9', 'Gm6', 'F#m7', 'A', 'Bm', 'GM9', 'A', 'D', 'GM7', 'F#m7', 'F#7/A#', 'Em7', 'A', 'Bm7', 'GM7', 'A', 'D', 'Bm7', 'GM7', 'Gm', 'F#m7', 'F#7/A#', 'Bm7', 'GM7', 'A', 'Bm7', 'Em7', 'A', 'Bm7', 'GM7', 'A', 'GM9', 'Gm6', 'F#m7', 'Bm', 'GM9', 'A', 'Bm', 'GM9', 'Gm6', 'F#m7', 'A', 'Bm', 'GM9', 'A', 'D', 'G#m7-5', 'GmM7', 'F#m7', 'F#7/A#', 'GM7', 'F#m7', 'F#7/A#', 'Em7']"
-3,"['AbM7', 'Gm7', 'Fm7', 'EbM7', 'Eb7', 'Dm7-5', 'G', 'G7/B', 'Cm', 'Eb/Bb', 'Am7-5', 'Fm7', 'Ab/Bb', 'Eb', 'Abm7', 'Db', 'Eb', 'Abm7', 'Db/Bb', 'Eb', 'Dm7-5', 'G7', 'Cm', 'Bdim', 'Bbm', 'Db/Eb', 'Dm7-5', 'G', 'Cm', 'Eb/Bb', 'Am7-5', 'Fm7', 'Ab/Bb', 'Bb', 'Gm7', 'Cm', 'Fm7', 'Ab/Bb', 'Eb', 'Eb7', 'Dm7-5', 'G7', 'Cm', 'Eb/Bb', 'Am7-5', 'Fm7', 'Fm7', 'Ab/Bb', 'Bb', 'Ab/Bb', 'Eb', 'Dm7-5', 'G7', 'Cm', 'Baug', 'Eb/Bb', 'C', 'Fm', 'FmM7', 'Fm7', 'Ab/Bb']"
-5,"['Ebm7/Ab', 'Db6', 'Cm7-5', 'F7', 'Bbm7', 'Am7', 'Abm7', 'Gm7b5', 'Gbadd9', 'Fm7', 'Edim7', 'Ebm7 ', 'Gb6', 'Gbm7', 'Ebm7/Ab', 'GbM7', 'Fm7', 'Edim7', 'Ebm7', 'Ebm7/Ab', 'Bbsus4', 'Bb', 'GbM7 ', 'Fm7', 'Edim7', 'Ebm7', 'Db/F', 'GbM7 ', 'Ebm7/Ab', 'Ab', 'Bbm7', 'GbM7 ', 'Absus4', 'Db', 'Ab/C', 'Bbm7', 'GbM7 ', 'Ab', 'Ab', 'Db6', 'Cm7-5', 'F7', 'Bbm7', 'Am7', 'Abm7', 'Gm7b5', 'Gbadd9', 'Fm7', 'Edim7', 'Ebm7', 'Ebm7/Ab', 'Db6', 'Cm7-5', 'F7', 'Bbm7', 'Am7', 'Abm7', 'Gm7b5', 'Gbadd9', 'Fm7', 'Edim7']"
-4,"['Bbm7', 'Bbm7/Eb', 'CM7', 'Cm7', 'Fm7', 'Bbm7', 'Cm7', 'Fm7', 'Fm7', 'Cm7', 'Fm7', 'DbM7', 'C7', 'Fm7', 'Fm7', 'Eb7', 'AbM7', 'Bbm7', 'C7', 'Fm7', 'Bbm7', 'AbM7', 'Bbm7', 'AbM7', 'C7 ', 'Fm', 'Fm7/Eb', 'DbM7', 'Bbm7', 'Cm7', 'Fm7', 'Bbm7', 'Eb7', 'AbM7', 'Fm7', 'Bbm7', 'Eb7', 'AbM7', 'Fm7', 'Cm7', 'Fm7', 'DbM7', 'C7', 'Fm7', 'Fm7', 'Eb7', 'AbM7', 'Bbm7', 'C7', 'Fm7', 'Bbm7', 'AbM7', 'Bbm7', 'AbM7', 'C7 ', 'Fm', 'Fm7/Eb', 'DbM7', 'Bbm7', 'Cm7', 'Fm7']"
2,"['D', 'Em7', 'F#m', 'Gadd9', 'D', 'Em7', 'F#m', 'Gadd9', 'D', 'Em7', 'F#m', 'Gadd9', 'D', 'Em7', 'F#m', 'Gadd9', 'Em7/A', 'D', 'F#m', 'G', 'Gm', 'F#m', 'Bm', 'Em7', 'Asus4', 'A7', 'D', 'F#m', 'G', 'Gm', 'F#m', 'Bm', 'B7', 'Em7', 'A7sus4', 'D', 'Gm7', 'D/F#', 'Em7-5', 'D', 'F#7', 'Bm7', 'E7', 'G', 'D/F#', 'Em7', 'Em7/A', 'Daug/G#', 'G', 'A/G', 'F#m7', 'Bm', 'Bm7/A', 'Em7', 'F#m7', 'G', 'C#m7-5', 'F#7 ', 'G', 'A/G', 'F#m7']"
1,"['C69', 'Dsus4', 'Em7', 'Bm7', 'CM7', 'D', 'Em', 'D', 'Em', 'D', 'Em', 'D', 'Em', 'D', 'Em', 'D', 'Em', 'D', 'Em', 'D', 'Em', 'D', 'Em7', 'Dsus4', 'C69', 'Dsus4', 'Em7', 'D', 'C69', 'D', 'Em7', 'Dsus4', 'C69', 'Dsus4', 'Em7', 'Dsus4', 'C69', 'D', 'C69', 'Dsus4', 'Em7', 'Bm7', 'CM7', 'D', 'Em', 'C69', 'D', 'Em7', 'Bm7', 'C69', 'D#dim', 'Em', 'D', 'Em', 'D', 'Bm', 'A', 'Bm', 'A', 'C69', 'D']"
-3,"['Eb', 'Db', 'Eb', 'Db', 'Eb', 'Gb', 'Ab', 'Gb', 'Eb', 'Db', 'Eb', 'Db', 'Eb', 'Bb', 'Ab', 'Bb', 'Db', 'D', 'Eb', 'Db', 'Eb', 'Db', 'Eb', 'Gb', 'Ab', 'Gb', 'Eb', 'Db', 'Eb', 'Db', 'Eb', 'Db', 'Eb', 'Eb', 'Eb', 'Ab', 'Abm7', 'Gm7', 'Cm7', 'Db', 'Fm7', 'Bb7', 'Eb', 'EbM7', 'Eb7', 'AbM7', 'Abm7', 'Gm7', 'GbM7', 'Fm7', 'EM7', 'Eb', 'EbM7', 'Eb7', 'AbM7', 'Abm7', 'Gm7', 'GbM7', 'Fm7', 'Bb7', 'EbM7 ']"
5,"['C#m7', 'D#7', 'G#m', 'F#/G#', 'G#m', 'F#/G#', 'G#m', 'G#m', 'F#/G#', 'G#m', 'D#m7/G#', 'F#/E', 'G#m7/E', 'F#', 'F#6', 'G#m', 'E', 'F#', 'G#m', 'E', 'F#', 'G#m', 'E', 'F#', 'G#m', 'E', 'F#', 'D#7', 'G#m', 'E', 'C#m', 'F#', 'D#/G', 'G#m', 'E', 'C#m', 'F#', 'D#/G', 'D#', 'E', 'B', 'F#', 'D#', 'G#m', 'G#', 'Fm7-5', 'C#m7', 'D#m7', 'EM7', 'Fdim', 'D#7', 'D#7+9', 'G#m', 'E', 'F#', 'Bsus4', 'B', 'C#m', 'D#m', 'E', 'F#']"
2,"['DM7', 'D/C#', 'Bm7', 'F#m7', 'GM7', 'F#m7', 'Em7', 'A7 ', 'A7', 'DM7', 'A/C#', 'Bm7', 'F#m7', 'G', 'A', 'F#m7', 'Bm7', 'Em7', 'C', 'A', 'D', 'A/C#', 'Bm7', 'F#m7', 'G', 'A', 'F#m7', 'Bm7', 'Em7', 'A', 'Dsus4', 'D', 'Em7', 'A', 'F#m7', 'Bm7', 'Em7', 'A#', 'E7', 'A', 'D', 'D/C#', 'Bm7', 'F#m7', 'G', 'A', 'F#m7', 'Bm7', 'Em7', 'Em7/A', 'A', 'D', 'D/C#', 'Bm7', 'F#m7', 'G', 'A', 'F#m7', 'Bm7', 'GM7', 'F#m7']"
5,"['EM9', 'BM7/F#', 'B', 'G#m7', 'EM9', 'BM7/F#', 'B', 'G#m7', 'EM9', 'EM9', 'EM9', 'EM9', 'EM9/F#', 'B', 'B', 'BM7', 'B', 'EM9', 'EM9+11', 'EM9', 'EM9+11', 'EM9/C#', 'F#sus4', 'F#', 'B', 'B', 'BM7', 'B', 'EM9', 'EM9+11', 'EM9', 'EM9+11', 'EM9/C#', 'F#sus4', 'F#', 'B', 'BM7', 'EM9', 'BM7/F#', 'B', 'G#m7', 'EM9', 'BM7/F#', 'B', 'G#m7', 'EM9', 'BM7/F#', 'B', 'G#m7', 'EM9', 'EM9/C#', 'F#', 'B', 'BM7', 'EM9', 'EM9', 'EM9', 'EM9', 'EM9/F#', 'B', 'B']"
